,Title,Title_Entity,Title_Salience,Description,Description_Entity,Description_Salience
58,beardament beard ornament,['beard ornament'],[1.0],beardament mission leav beard undecor check crazi useless beard ornament beardament light beard glitter kit shit import look counterfeit seller purchas beardament sold beardament ship amazon fba easytoattach clip – beard mustach ornament fit miniclip end offer firm hairsaf grip perfect hair length densiti bright vibrant color – 12piec beard baubl set come four bold color everi order includ red green silver gold perfect holiday choic fun novelti ornament – wear jewelri beard christma new year day ugli sweater parti offic social event bring smile versatil unisex wear – beard ornament worn short long facial hair well women want wear pigtail hairstyl,"['beard ornament', 'mission leav beard undecor check crazi', 'counterfeit seller purchas beardament', 'ship', 'beard glitter kit shit import', 'mustach ornament', 'clip', 'color', 'hair length', 'beard baubl set', 'end', 'color everi order', 'event', 'sweater', 'wear', 'beard ornament', 'hair', 'wear pigtail hairstyl', 'beard', 'women', 'novelti ornament', 'four', '12']","[0.1790257692337036, 0.1371224820613861, 0.08937946707010269, 0.05452015623450279, 0.05323442816734314, 0.04944651201367378, 0.04837905615568161, 0.042676493525505066, 0.03759283944964409, 0.03759283944964409, 0.03714253753423691, 0.03454948961734772, 0.026155009865760803, 0.026155009865760803, 0.025696443393826485, 0.024562377482652664, 0.022890781983733177, 0.02076851762831211, 0.01926404796540737, 0.018382344394922256, 0.015463409014046192, 0.0, 0.0]"
59,monarch butterfli dog costum,['monarch butterfli dog costum'],[1.0],check ador monarch butterfli dog costum littl friend talk town cute hilari outfit plus isn't constrict uncomfort like mani dog outfit lightweight foam wing flutter soft wind hilari gift dog doglov friend think like puppi get social media take pup trickortr love costum earn extra candi watch littl doggo emerg beauti butterfli costum includ antenna head piec foam wing pleas use product supervis,"['dog', 'check ador', 'friend talk', 'monarch', 'hilari outfit', 'social media', 'puppi', 'gift dog doglov friend', 'mani dog outfit', 'uncomfort', 'wind', 'pup', 'product supervis', 'antenna head piec foam wing pleas', 'love', 'candi']","[0.16694723069667816, 0.1371443271636963, 0.1371443271636963, 0.1371443271636963, 0.06270310282707214, 0.051593102514743805, 0.050985727459192276, 0.04345185309648514, 0.04293709620833397, 0.03971214219927788, 0.038312967866659164, 0.035231780260801315, 0.018803410232067108, 0.014213928021490574, 0.011837337166070938, 0.011837337166070938]"
60,wisdom nicola cage,"['wisdom', 'cage']","[0.8837491273880005, 0.11625086516141891]",complet librari yet anoth useless book wisdom nicola cage nicola cage better turn advic world crazi upsid feel like nowher left go time instabl turmoil unpredict offer word nicola cage crazi might shed light new path cageian quot come inspir advic abstract pattern everyday use take heart let inspir lead freakier life tast magic enclos book “well babyo it exact maitai yahtze but… let it” — con air “i never disrob gunplay” — drive angri “i acronym know bad bad …ball attitud direct give acronym… caus help visual goals” — kiss death throughout illustr veriti slade,"['nicola cage', 'nowher', 'cage', 'book wisdom', 'world', 'instabl turmoil', 'cage crazi', 'life', 'pattern', 'heart', 'use', 'path', 'enclos book', 'acronym', 'acronym', 'word', 'ball', 'con air', 'illustr veriti', 'goals', 'death', 'gunplay', 'drive', 'slade']","[0.1580405831336975, 0.15343114733695984, 0.14604955911636353, 0.11121377348899841, 0.043717287480831146, 0.043717287480831146, 0.03375444933772087, 0.03007412701845169, 0.03007412701845169, 0.03007412701845169, 0.03007412701845169, 0.029712054878473282, 0.023749658837914467, 0.023749658837914467, 0.023749658837914467, 0.02166811376810074, 0.02089117467403412, 0.009212804958224297, 0.007060980424284935, 0.007060980424284935, 0.007060980424284935, 0.006697508040815592, 0.004988121800124645, 0.004177713301032782]"
61,babi burrito wrap blanket,['burrito wrap blanket'],[1.0],babi burrito wrap blanket flannel super soft also come size adult ❤ blanket burritoimagin babi wrap fresh tortilla blanket feel warmth real burritosthi burrito blanket bring warmth also funto get foodi blanketyour neighbor jealous see wrap – they'll also want burrito ❤ still feel headach gift send irresist cute gift kid teen friendsyou enjoy leisur time cuddl soft blanket sofa watch movi read bookor take tortilla blanket camp trip park show special friend show good sens humor ❤ good sew exquisit overlock detail made fine flannel brightcolor super soft touch keep warm comfort stifl hot ideal use aircondit room ❤ 【wash suggestion】machin wash gentl cycl cold water tumbl dri low need never fade shrinkth first clean may caus villus loss qualiti problem first wash pleas pay attent clean separ cloth ❤ 【worryfre qualiti guarantee】thi babi burrito wrap blanket “delicious” won't disappoint outiv hope everi custom purchas product becom “burrito” provid 100 refund exchang guarante don't hesit enjoy “burrito” check useless babi stuff,"['tortilla blanket', 'burrito wrap blanket flannel', 'burritosthi burrito blanket', 'wrap', 'neighbor', 'warmth', 'gift', 'teen friendsyou', 'gift', 'burrito wrap blanket', 'overlock detail', 'blanket sofa watch movi', 'friend', 'flannel', 'water', 'suggestion', 'aircondit room', 'comfort', 'tortilla blanket camp trip park', 'guarantee', 'burrito', 'burrito', 'hope', 'separ cloth', 'sens humor', 'purchas product becom', 'babi stuff', 'qualiti problem', 'need', 'pleas', '100']","[0.15039663016796112, 0.14454658329486847, 0.06355372816324234, 0.06130896508693695, 0.0388658232986927, 0.03818843886256218, 0.02998555265367031, 0.02998555265367031, 0.02998555265367031, 0.028740564361214638, 0.026708586141467094, 0.02638629637658596, 0.025301115587353706, 0.024995574727654457, 0.024531522765755653, 0.024531522765755653, 0.024531522765755653, 0.022257229313254356, 0.022257229313254356, 0.021081604063510895, 0.020969951525330544, 0.020969951525330544, 0.018540162593126297, 0.018540162593126297, 0.0140007883310318, 0.01301038172096014, 0.012695956975221634, 0.008168687112629414, 0.008168687112629414, 0.006795675493776798, 0.0]"
62,mini groceri item,['item'],[1.0],get surpris ball fill random mini groceri item product come two ball fill 5 random select tini groceri store brand item plus come ador tini shop cart 🛒with 5 segment contain differ surpris 5 surpris ball cool uniqu 🛒collect mini groceri item 5 differ surpris ball 500 differ surpris collect 🛒 shop cart shop cart size 47 31 45 inlwh item weight 56 ounc littl cute appear function actual supermarket shop cart 🛒 pictur contain shop cart mini brand product exampl look like actual product contain seal mini brand ball may vari 🛒 age 3,"['item product', 'ball', 'ball', 'store brand item', 'ball', 'shop cart', 'item', 'pictur', 'segment', 'shop cart', 'supermarket shop cart', 'cart shop cart size', 'product', 'brand ball', 'brand product exampl', 'age', 'ounc', 'weight', '45', '56', 'two', '500', '5', '5', '47', '5', '3', '31', '5']","[0.20443619787693024, 0.13606122136116028, 0.13606122136116028, 0.07020837813615799, 0.051503702998161316, 0.05089559778571129, 0.04868181049823761, 0.03705994784832001, 0.03618089482188225, 0.03599194064736366, 0.03599194064736366, 0.03366389498114586, 0.032478827983140945, 0.02537224255502224, 0.024896560236811638, 0.017940789461135864, 0.011287408880889416, 0.011287408880889416, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
63,mini desk vacuum cleaner usb,['desk vacuum cleaner usb'],[1.0],love useless thing super cute tini go love mini desk vacuum cleaner usb suck tiniest speck dust world smallest vacuum cleaner it perfect clean keyboard get everi crevic ador littl babi boo boo dust buster fit pencil case bring school work look fun cheap offic present littl thing perfect vacuum cleaner power usb cord also come littl tube brush attach realli get keyboard come multipl color,"['thing', 'tini', 'desk vacuum cleaner usb', 'vacuum cleaner', 'keyboard', 'speck dust world', 'pencil case', 'boo boo dust buster', 'vacuum cleaner power usb cord', 'school work', 'keyboard', 'everi crevic ador', 'tube brush', 'color', 'thing']","[0.2222692370414734, 0.18343894183635712, 0.08574505150318146, 0.06418203562498093, 0.062317464500665665, 0.05176897719502449, 0.048178646713495255, 0.048178646713495255, 0.047604285180568695, 0.047036584466695786, 0.038126248866319656, 0.03131824731826782, 0.025713229551911354, 0.025713229551911354, 0.01840917207300663]"
64,hand underwear glove – archi mcphee world smallest underp,"['hand underwear glove', 'underp', 'world']","[0.6011925935745239, 0.2541448771953583, 0.144662544131279]",realli nake glove pete sake put handerp 95 cotton 5 spandex fingerless glove look feel men brief slip underneath glove extra warmth protect chafe wear vagu inappropri fashion statement hundr use great nightblog fit adult hand perfect gift person whose hand alway cold 15″ high 725″ wide stylish occas fit adult hand hundr use wonder gift,"['glove pete sake', 'hundr', 'spandex fingerless glove look', 'glove', 'vagu', 'inappropri fashion statement', 'slip', 'men', 'warmth', 'nightblog', 'chafe', 'wonder gift', 'hundr use', 'hand', 'gift', 'person', '95', '15', '725', '5']","[0.22782722115516663, 0.14347721636295319, 0.07941947132349014, 0.06727492064237595, 0.05489490181207657, 0.05489490181207657, 0.054240867495536804, 0.054240867495536804, 0.054240867495536804, 0.05047296732664108, 0.04264644905924797, 0.03059333562850952, 0.026917237788438797, 0.02265259064733982, 0.019266407936811447, 0.016939783468842506, 0.0, 0.0, 0.0, 0.0]"
65,roto wipe toilet – prank pack “roto wipe” – wrap real gift prank funni gag joke gift box,"['roto', 'toilet', 'prank pack', 'roto', 'funni gag joke gift box', 'gift', 'prank']","[0.3379208743572235, 0.3113938868045807, 0.1327468603849411, 0.10411985218524933, 0.04666014015674591, 0.03357919305562973, 0.03357919305562973]",prank gift box first appear contain bizarr product ridicul compani simpli “put real present insid joke box” tri keep straight face watch friend love one attempt remain gracious thank “roto wipe” watch explod laughter discov actual stuff insid realiz they'v prank take gift give next level origin gag gift box pride incred attent detail we'v thought everyth ridicul fiction product hilari imag detail product descript box recipi truli convinc gave bizarr gift time… it fake present box add gift laughter parti quirki fun twist timeless tradit fun gag gift give boyfriend girlfriend mom dad kid whether consid funni gift give skill amaz wrap gift insid prank pack add extra layer fun enjoy everyon room laugh high qualiti gift prank box made usa 100 recycl cardboard box ship flat easi assembl – glue extra step requir 1125” x 9” x 325” perfect size almost funni gag gift made usa pleas note empti prank gift box,"['prank gift box', 'joke box', 'bizarr product', 'tri', 'gag gift', 'explod laughter', 'attempt', ""realiz they'v prank take gift"", 'gift', 'everyth ridicul fiction product hilari imag detail product descript box', 'roto', 'stuff', 'watch friend', 'box', 'detail', 'gift prank box', 'origin gag gift box pride', 'laughter parti quirki', 'gift', 'gag gift', 'empti prank gift box', 'boyfriend girlfriend mom dad kid', 'step requir', 'cardboard box ship', 'recipi truli convinc', 'pleas', 'size', 'everyon room', 'layer', 'skill amaz wrap gift insid prank pack', '1125', '9', '325', '100', 'one']","[0.12315057963132858, 0.12315057963132858, 0.09685784578323364, 0.06518431752920151, 0.05563592538237572, 0.041286811232566833, 0.03771885484457016, 0.03664148971438408, 0.03409220278263092, 0.03389601409435272, 0.030743036419153214, 0.030743036419153214, 0.027913320809602737, 0.02662995271384716, 0.023718703538179398, 0.02359369769692421, 0.02087167650461197, 0.019404543563723564, 0.018843332305550575, 0.018168238922953606, 0.01658732444047928, 0.01484526228159666, 0.014665350317955017, 0.014665350317955017, 0.01255425252020359, 0.010291269049048424, 0.010291269049048424, 0.006461467128247023, 0.006461467128247023, 0.004932832904160023, 0.0, 0.0, 0.0, 0.0, 0.0]"
66,iphon 11 commando case – arnold iron schwarzenegg smartphon case,"['commando case', 'smartphon case', '11']","[0.648993968963623, 0.35100603103637695, 0.0]",alway get latest iphon person follow trend want cool get arnold commando phone case show everybodi dual camera flash transform john matrix bazooka commando made lightweight hard shell plastic pc materi cover drop bump proof case protect back side phone special sublim print technolog make phone case bright vivid ensur print never peel also phone case print around corner well matt color – phone case provid soft pleasur touch besid matt color scratch resist ensur phone case remain perfect condit long time profession 247 custom support pleas let us know question slim – phone case make devic look bulki port button access easili provid suffici level protect make accessori look one kind compat iphon xs xsmax xr 11 11 pro samsung s9 s9 plus s10 s10plus s10 lite note 9 note 10 note 10 plus huawei p20 p20pro p30 p30pro p30 lite,"['commando phone case', 'trend', 'iphon person', 'case', 'ensur phone case', 'camera flash transform john matrix bazooka commando', 'phone case', 'side phone', 'phone case', 'materi cover drop', 'phone case print', 'ensur print', 'matt color', 'support pleas', 'corner', 'sublim print technolog', 'matt color scratch', 'profession', 's9 s9', 'p30 p30pro p30 lite', 'compat', 'phone case', 's10 s10plus s10 lite note', 'port button access', 'easili', 'question', 'level', '247', '11', '11', '9', '10', 'one', '10']","[0.13357873260974884, 0.10490384697914124, 0.07045252621173859, 0.06335952132940292, 0.04932474344968796, 0.04673510789871216, 0.043751005083322525, 0.04322860389947891, 0.04322860389947891, 0.04117751866579056, 0.03521619364619255, 0.03479362651705742, 0.03217345103621483, 0.029560348019003868, 0.02831871621310711, 0.027977563440799713, 0.02601395547389984, 0.02601395547389984, 0.022360388189554214, 0.020649559795856476, 0.019667915999889374, 0.013480343855917454, 0.010203935205936432, 0.009866837412118912, 0.008671200834214687, 0.008671200834214687, 0.006620595697313547, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
67,grow boyfriend full size,['size'],[1.0],sister friend singl forev life crisi friend boyfriend doesn't save day get boyfriend christma step start grow boyfriend full size add water grow 6time origin size 2inch approxim 12inch begin grow 2 hour reach full size 72 hour dri use it pretend grow perfect friend,"['sister friend', 'life', 'friend boyfriend', 'boyfriend', 'origin size', 'size', 'water', 'boyfriend christma step start', 'friend', 'dri', '72', '2', '12', '6', '2']","[0.26444387435913086, 0.21942761540412903, 0.1121140718460083, 0.07836982607841492, 0.07220415025949478, 0.061957184225320816, 0.0597827211022377, 0.05907938629388809, 0.038930200040340424, 0.03369096294045448, 0.0, 0.0, 0.0, 0.0, 0.0]"
68,grow girlfriend full size,['size'],[1.0],brother friend singl forev life crisi friend boyfriend doesn't save day get boyfriend christma step start grow boyfriend full size add water grow 6time origin size 2inch approxim 12inch begin grow 2 hour reach full size 72 hour dri use hem it pretend grow perfect friend,"['brother friend', 'life', 'friend boyfriend', 'boyfriend', 'origin size', 'size', 'water', 'boyfriend christma step start', 'dri use', 'friend', '2', '6', '2', '12', '72']","[0.2616414427757263, 0.21710222959518433, 0.11092594265937805, 0.07753930240869522, 0.07143896073102951, 0.06130059063434601, 0.05914917215704918, 0.05845329165458679, 0.043931443244218826, 0.03851763904094696, 0.0, 0.0, 0.0, 0.0, 0.0]"
69,thano glove sale – aveng marvel legend seri endgam power gauntlet articul electron fist,"['glove sale', 'marvel legend', 'power gauntlet articul electron fist']","[0.4766119718551636, 0.344807893037796, 0.1785801202058792]",tire parent sick teacher tire everybodi around like thano wipe everybodi snap finger aveng endgam premium roleplay item intric detail design electron articul power gauntlet inspir aveng endgam movi part marvel cinemat univers pulsat infin stone glow light effect electron fist appear teem tremend power activ power gauntlet 6 infin stone pulsat glow light aveng endgam movieinspir sound effect push infin stone center power gauntlet activ sound effect inspir aveng endgam movi fistlock display mode gauntlet high articul finger lock clench fist posit allow item display appropri power pose look marvel legend seri premium roleplay item fan marvel cinemat univers franchis look premium movieinspir marvel legend seri roleplay item sold separ subject avail,"['teacher tire', 'finger', 'endgam', 'tire parent', 'detail design electron articul power gauntlet', 'roleplay item', 'power', 'power gauntlet', 'effect', 'power gauntlet', 'cinemat univers franchis', 'sound effect', 'sound effect', 'electron fist', 'pulsat glow light', 'teem', 'appropri power', 'item display', 'look marvel legend', 'roleplay item', 'movieinspir marvel legend', 'subject avail', 'display mode gauntlet', 'finger lock clench fist', '6']","[0.1129208505153656, 0.1129208505153656, 0.1129208505153656, 0.10009196400642395, 0.05246113985776901, 0.05246113985776901, 0.03833526745438576, 0.036213673651218414, 0.03336826339364052, 0.033288683742284775, 0.032091472297906876, 0.031040459871292114, 0.031040459871292114, 0.030491255223751068, 0.027171503752470016, 0.026844840496778488, 0.026703599840402603, 0.021463928744196892, 0.021463928744196892, 0.01773051917552948, 0.015081675723195076, 0.013261351734399796, 0.011152376420795918, 0.009479951113462448, 0.0]"
70,dinosaur neon light display – neon bar lamp,"['dinosaur neon light display', 'neon bar lamp']","[0.5758325457572937, 0.4241674542427063]",dinosaur neon light display dinosaur neon light sort retro super fun bring joy happi shine pretti soft neon glow hous offic dorm room home bar nurseri look dorm room wall light look littl green guy dope look nurseri wall night light perfect soft glow sooth dinosaur total match nurseri decor neon bar lamp everyon want decor bar cool neon stuff actual look good dinosaur perfect look way better gross floresc beer sign make home bar fun cheer lite like plus super cheap look cheap bar decor look spec size approx 124″l x 74″h x 06″d，usb cabl length approx 92ft batteri usb charg oper use 3 aa batteriesnot includ usb adapt turn option way placedther hole behind lamp hang wall place tablecordless light fast easi instal also check similar product glow globe lamp ad ago power batteri usb choos,"['dinosaur neon light display dinosaur neon', 'fun', 'joy happi shine', 'neon glow hous offic dorm room home bar', 'dorm room wall light', 'usb', 'guy dope', 'neon', 'decor bar', 'look', 'decor neon bar lamp', 'home', 'floresc beer sign', 'match', 'stuff', 'bar decor look spec size', 'cheer lite', 'batteriesnot', 'lamp', 'wall place', 'batteri usb charg oper use', 'placedther hole', 'product glow globe lamp', 'easi', 'power batteri usb choos', '74', '06', '3', '92', '124']","[0.14281733334064484, 0.10929588973522186, 0.1031886488199234, 0.054013341665267944, 0.049216460436582565, 0.04102914035320282, 0.03966142237186432, 0.03945418819785118, 0.037268493324518204, 0.03475385904312134, 0.034337516874074936, 0.029180021956562996, 0.027955995872616768, 0.027619654312729836, 0.02728728950023651, 0.025683538988232613, 0.025683538988232613, 0.024178996682167053, 0.024178996682167053, 0.02208016999065876, 0.019423900172114372, 0.019423900172114372, 0.016993170604109764, 0.013639017008244991, 0.01163551677018404, 0.0, 0.0, 0.0, 0.0, 0.0]"
71,total useless inform – book fill stupid fact know,"['book', 'fact']","[0.5107659101486206, 0.489234060049057]",total useless inform pack stori weird unexpect plain bizarr learn strang scientif fact discov truth behind histor figur debunk popular urban legend thrill stori supernatur collect 150 entri expand knowledg broad rang topic includ histori human bodi anim cultur peopl sport crime place around world much vast array articl stori list question answer total useless trivia provid hour fascin read like also check useless book,"['bizarr', 'fact', 'truth', 'rang topic', 'figur', 'urban legend', 'human bodi anim', 'strang scientif', 'stori list question', 'stori supernatur', 'fascin', 'book', 'world', 'sport crime place', '150']","[0.18636032938957214, 0.11209841817617416, 0.11209841817617416, 0.07769177109003067, 0.07677165418863297, 0.07677165418863297, 0.07146826386451721, 0.06753376126289368, 0.0542420893907547, 0.04596315324306488, 0.03821313753724098, 0.0326370932161808, 0.024075130000710487, 0.024075130000710487, 0.0]"
72,chicken har – suitabl chicken duck goos,"['chicken har', 'suitabl chicken duck goos']","[0.6507119536399841, 0.34928804636001587]",easi adjust – ensur comfi fit chicken har truli adjust easi wear adjust size need make sure chicken 100 comfi matter feel uncomfort worri chicken get rid har walk chicken street enhanc chicken train fullest teach fowl walk leash find peac mind facilit train walk perform yesito har it easi tri see made last – ultra resili fabric boast durabl breathabl reinforc mesh fabric pet leash har set stand everyday wear tear seam come loos stitch fall apart we'v got cover give three color bow tie chicken har match color like walk chicken make person becom focus,"['easi', 'chicken har truli', 'chicken', 'chicken', 'size', 'har', 'cover', 'train walk', 'chicken street enhanc chicken train fullest', 'fowl walk leash', 'durabl', 'walk chicken', 'loos', 'color bow tie chicken har match color', 'person', 'focus', 'fabric pet leash har set', 'wear tear seam', '100', 'three']","[0.1863405555486679, 0.1863405555486679, 0.11661964654922485, 0.0814894586801529, 0.05996418371796608, 0.04829838499426842, 0.0419238917529583, 0.03855398669838905, 0.03629381209611893, 0.03609428182244301, 0.03376270458102226, 0.02784293331205845, 0.027493393048644066, 0.020433031022548676, 0.017972653731703758, 0.017972653731703758, 0.011301929131150246, 0.011301929131150246, 0.0, 0.0]"
73,real human bone sale,['human bone sale'],[1.0],look real human bone question ask buy real human bone whatev pleas 🙂 skull unlimit offer extens select real replica human skull skeleton real human skull skeleton obtain legal ethic sourcesyeah right howev specimen becom difficult find skull unlimit sure specimen need bag human bone consist various bone bone fragment bone minim clean purpos use train search rescu cadav dog sar pack bone pictur repres may includ bone may stain dri cut damag dog trainer troubl dog hit human bone even though may appear clean i'm serial killer don't ask question thank bye,"['human bone question', 'human bone whatev pleas', 'extens', 'skull', 'bag human bone', 'replica human skull skeleton', 'find skull', 'human bone', 'specimen', 'howev specimen', 'human skull skeleton', 'dog trainer troubl dog', 'ethic', 'bone bone fragment bone minim', 'train search', 'purpos', 'question', 'bone', 'serial killer', 'bye', 'cadav dog sar pack bone pictur repres']","[0.14547127485275269, 0.14136037230491638, 0.07664874941110611, 0.06798026710748672, 0.058281827718019485, 0.058071933686733246, 0.047000594437122345, 0.04070783779025078, 0.040074847638607025, 0.03959568217396736, 0.03959568217396736, 0.03616718947887421, 0.03487285599112511, 0.032435908913612366, 0.032435908913612366, 0.024549202993512154, 0.019614344462752342, 0.01807783544063568, 0.017249997705221176, 0.017249997705221176, 0.012557684443891048]"
74,blood pillow blood puddl pillow,['blood pillow blood puddl pillow'],[1.0],blood puddl pillow here great idea anyon look good lastminut fright blood puddl pillow thing scare crap roommat wake find lie pool red tomorrow morn blood puddl pillow look comfi shape like pool blood person prefer decor resembl blood bath could still put good use this'll perfect slip head shitti roommat pass drunk i'd love see look face wake think crack skull open bleed he jerk stumbl complet hammer leav front door open fall face first sofa begin snore mega loud make imposs get high peac i'm tri watch rerun frasier know nile quiet talker he got best joke ahhh man…,"['pool blood person', 'tri watch rerun frasier', 'blood puddl pillow', 'idea', 'use', 'look', 'lie pool', 'wake', 'blood puddl pillow thing', 'blood puddl pillow', 'wake', 'imposs', 'shape', 'blood bath', 'shitti roommat pass drunk', 'bleed', 'crack skull', 'peac', 'man', 'talker', 'door', 'joke', 'sofa']","[0.21805371344089508, 0.16611304879188538, 0.10271503031253815, 0.08344884216785431, 0.04753169044852257, 0.03733581677079201, 0.03713121637701988, 0.03713121637701988, 0.032711856067180634, 0.026976732537150383, 0.023477304726839066, 0.02276494912803173, 0.022219490259885788, 0.022219490259885788, 0.020659158006310463, 0.020659158006310463, 0.020659158006310463, 0.015617319382727146, 0.010961746796965599, 0.010961746796965599, 0.006883776281028986, 0.006883776281028986, 0.006883776281028986]"
75,uranium ore sale,['uranium ore sale'],[1.0],ore sampl natur occur radioact materi norm uranium ore sampl use check sourc test geiger countersno chemic spectral analysi perform radioact ore sampl sourc ore radioact determin may number radioact element uranium thorium potassium decay product radium radoncount per minut cpm activ rate list label activ level includ radiat type alpha beta gamma sinc alpha radiat main form radioact given ore sampl abl detect alpha radiat yield much lower count per minut cpm inexpens geiger counter detect alpha radiat check alpha sensit geiger counter import set geiger counter cpm mode locat hot spot ore sampl ore sampl check measur radioact use nrc certifi digit geiger counter pass ansistd n323a calibr use nist traceabl sourc independ govern licens lab conform nrc regul 10cfr34 10cfr35 make geiger counter suitabl regulatori inspect licens exempt radioact ore sampl size cpm activ vari ship label metal contain shown ship inform alway complianc section 13 part 40 nrc nuclear regulatori commiss rule regul postal servic regul specifi 49 cfr 173421 activ limit low level radioact materi item ship accord postal servic activ limit specifi public 52 radioact miner educ scientif use,"['radioact ore', 'geiger', 'uranium ore sampl use', 'ore sampl', 'analysi', 'check sourc test', 'element uranium thorium potassium decay product radium', 'alpha radiat', 'radioact', 'activ rate list label activ level', 'ore', 'geiger counter', 'geiger counter', 'count', 'radoncount', 'ore radioact determin', 'ore sampl ore sampl', 'alpha radiat check alpha', 'type alpha beta gamma sinc alpha', 'calibr use', 'measur radioact use', 'vari ship label metal', 'geiger counter import', 'mode', 'form', 'abl', 'geiger counter pass', 'ansistd', 'certifi digit', 'ship', 'regulatori', 'rule', 'complianc section', 'servic', 'activ', 'servic activ', 'scientif use', 'nist traceabl sourc', 'miner', 'materi item ship accord', 'geiger counter', 'activ', 'licens', 'radioact ore sampl size', 'licens lab', 'suitabl regulatori', 'nrc regul 10cfr34 10cfr35', '40', '13', '49', '10', '52', '173421', '10']","[0.08607615530490875, 0.07976316660642624, 0.0719943717122078, 0.0705043151974678, 0.05432850867509842, 0.05432850867509842, 0.035880718380212784, 0.02437640354037285, 0.02437640354037285, 0.023855509236454964, 0.022881513461470604, 0.021394530311226845, 0.021394530311226845, 0.021136190742254257, 0.02098984643816948, 0.02098984643816948, 0.020496699959039688, 0.02037752792239189, 0.0201313067227602, 0.017665108665823936, 0.017665108665823936, 0.014566179364919662, 0.014389513060450554, 0.014389513060450554, 0.014214970171451569, 0.014214970171451569, 0.013210907578468323, 0.013210907578468323, 0.013210907578468323, 0.012431454844772816, 0.012431454844772816, 0.00997257325798273, 0.00997257325798273, 0.00997257325798273, 0.009919490665197372, 0.009919490665197372, 0.009360264986753464, 0.007831178605556488, 0.006990519352257252, 0.006990519352257252, 0.006540299393236637, 0.006226516328752041, 0.004468717612326145, 0.004384871106594801, 0.004384871106594801, 0.003236408345401287, 0.002952087437734008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
76,dog wig – fashion blond wig dog,"['dog wig', 'fashion blond wig dog']","[0.6474345922470093, 0.35256537795066833]",dog alway want blond dog go tough time think present christma get dog wig dog complet chang shehe it like glass clart kent nobodi abl recogn dog wig could potenti useless product site don't care want dog chanc blond fun anybodi els might wonder would christma well could start take pictur dog wig start share onlin wig guarante dog famous around 10k follow social media don't know you'r mad want want wig bad rubi petshop sent goodi halloween you'r sit attitud earli morn missi “i wanna elsa” marg you'r gonna wonder woman sent stuff look sent hulk hog incred hulk sent you… ewok size small oh good right sent robin like batman robin cape sent cute caterpillar can't wait till it time put marg everybodi gonna elsa wanna differ look gorgeous wonder woman outfit you'r wear hair look like madonna look like christina aguleria “i don't care wanna elsuhh” noooo you'r gonna wonder woman nobodi wonder woman everybodi everi chi gonna elsa wanna differ wanna marg tiffani mwah thank rubi pet shop,"['dog wig dog', 'christma', 'dog', 'blond dog', 'clart kent', 'glass', 'dog wig', 'incred hulk', 'robin', 'elsa', 'pictur dog wig start share onlin wig guarante dog', 'dog chanc', 'anybodi els', 'product site', ""halloween you'r"", 'hulk hog', 'size', 'right', 'caterpillar', 'i wanna elsa', 'wonder woman outfit', ""marg you'r"", 'madonna', 'hair', 'woman', 'woman', 'woman', 'elsa', 'earli', 'rubi petshop', 'social media', 'stuff look', 'pet shop', 'christina aguleria', 'tiffani mwah', 'batman robin cape', '10k']","[0.2383904606103897, 0.08586771041154861, 0.08349182456731796, 0.08158717304468155, 0.052869174629449844, 0.052869174629449844, 0.028947556391358376, 0.02791248820722103, 0.02791248820722103, 0.026492608711123466, 0.025517167523503304, 0.02328759804368019, 0.02049620822072029, 0.02049620822072029, 0.017508715391159058, 0.012910563498735428, 0.012910563498735428, 0.012910563498735428, 0.012783896178007126, 0.010399672202765942, 0.00974910706281662, 0.009633205831050873, 0.009513591416180134, 0.009513591416180134, 0.0094930874183774, 0.009151097387075424, 0.009151097387075424, 0.008524051867425442, 0.00834255013614893, 0.007726789452135563, 0.007539844140410423, 0.007091923151165247, 0.006835978478193283, 0.0057765403762459755, 0.004046741873025894, 0.0023489755112677813, 0.0]"
77,expens basebal card – mickey mantl,"['card', 'mickey mantl']","[0.5758325457572937, 0.4241674542427063]",mickey mantl autograph set four enterprisesbg grade authent jsa certifi basebal slab autograph card bla bla bla look put card bike start make motorcycl sound tri order 3 set use bike use close pin clip front rear wheel make terrif clipclipclip sound ride street sound almost like motorcycl expens mickey mantl basebal card worth mone come free ship advic it buy least 3,"['mickey mantl autograph', 'slab autograph card', 'ship', 'look', 'bike use', 'mickey mantl basebal card', 'tri order', 'motorcycl', 'card bike start', 'wheel', 'bla bla bla', 'mone', 'terrif clipclipclip sound ride street sound', '3', '3', 'four']","[0.24159157276153564, 0.11197077482938766, 0.07712265849113464, 0.07252686470746994, 0.07128430157899857, 0.07084585726261139, 0.06288983672857285, 0.06214502081274986, 0.06214502081274986, 0.057852037250995636, 0.046229928731918335, 0.04390781745314598, 0.01948830671608448, 0.0, 0.0, 0.0]"
